0,5.416,0,0,0,0
1,6.071,0.655,0.655,1048,1048
2,6.738,0.667,1.322,1067.2,2115.2
3,7.416,0.678,2,1084.8,3200
4,8.104,0.688,2.688,1100.8,4300.8
5,8.802,0.698,3.386,1116.8,5417.6
6,9.508,0.706,4.092,1129.6,6547.2
7,10.223,0.715,4.807,1144,7691.2
8,10.945,0.722,5.529,1155.2,8846.4
9,11.674,0.729,6.258,1166.4,10012.8
10,12.41,0.736,6.994,1177.6,11190.4
11,13.153,0.743,7.737,1188.8,12379.2
12,13.9,0.747,8.484,1195.2,13574.4
13,14.653,0.753,9.237,1204.8,14779.2
14,15.411,0.758,9.995,1212.8,15992
15,16.172,0.761,10.756,1217.6,17209.6
16,16.938,0.766,11.522,1225.6,18435.2
17,17.707,0.769,12.291,1230.4,19665.6
18,18.479,0.772,13.063,1235.2,20900.8
19,19.254,0.775,13.838,1240,22140.8
20,20.031,0.777,14.615,1243.2,23384
21,20.81,0.779,15.394,1246.4,24630.4
22,21.591,0.781,16.175,1249.6,25880
23,22.374,0.783,16.958,1252.8,27132.8
24,23.157,0.783,17.741,1252.8,28385.6
25,23.942,0.785,18.526,1256,29641.6
26,24.727,0.785,19.311,1256,30897.6
27,25.512,0.785,20.096,1256,32153.6
28,26.297,0.785,20.881,1256,33409.6
29,27.083,0.786,21.667,1257.6,34667.2
30,27.867,0.784,22.451,1254.4,35921.6
31,28.652,0.785,23.236,1256,37177.6
32,29.435,0.783,24.019,1252.8,38430.4
33,30.217,0.782,24.801,1251.2,39681.6
34,30.999,0.782,25.583,1251.2,40932.8
35,31.778,0.779,26.362,1246.4,42179.2
36,32.557,0.779,27.141,1246.4,43425.6
37,33.333,0.776,27.917,1241.6,44667.2
38,34.107,0.774,28.691,1238.4,45905.6
39,34.88,0.773,29.464,1236.8,47142.4
40,35.65,0.77,30.234,1232,48374.4
41,36.417,0.767,31.001,1227.2,49601.6
42,37.183,0.766,31.767,1225.6,50827.2
43,37.945,0.762,32.529,1219.2,52046.4
44,38.704,0.759,33.288,1214.4,53260.8
45,39.461,0.757,34.045,1211.2,54472
46,40.214,0.753,34.798,1204.8,55676.8
47,40.964,0.75,35.548,1200,56876.8
48,41.71,0.746,36.294,1193.6,58070.4
49,42.453,0.743,37.037,1188.8,59259.2
50,43.192,0.739,37.776,1182.4,60441.6
51,43.928,0.736,38.512,1177.6,61619.2
52,44.659,0.731,39.243,1169.6,62788.8
53,45.386,0.727,39.97,1163.2,63952
54,46.11,0.724,40.694,1158.4,65110.4
55,46.829,0.719,41.413,1150.4,66260.8
56,47.543,0.714,42.127,1142.4,67403.2
57,48.254,0.711,42.838,1137.6,68540.8
58,48.959,0.705,43.543,1128,69668.8
59,49.66,0.701,44.244,1121.6,70790.4
60,50.356,0.696,44.94,1113.6,71904
61,51.048,0.692,45.632,1107.2,73011.2
62,51.734,0.686,46.318,1097.6,74108.8
63,52.415,0.681,46.999,1089.6,75198.4
64,53.092,0.677,47.676,1083.2,76281.6
65,53.763,0.671,48.347,1073.6,77355.2
66,54.428,0.665,49.012,1064,78419.2
67,55.088,0.66,49.672,1056,79475.2
68,55.743,0.655,50.327,1048,80523.2
69,56.392,0.649,50.976,1038.4,81561.6
70,57.036,0.644,51.62,1030.4,82592
71,57.674,0.638,52.258,1020.8,83612.8
72,58.306,0.632,52.89,1011.2,84624
73,58.932,0.626,53.516,1001.6,85625.6
74,59.552,0.62,54.136,992,86617.6
75,60.166,0.614,54.75,982.4,87600
76,60.774,0.608,55.358,972.8,88572.8
77,61.376,0.602,55.96,963.2,89536
78,61.972,0.596,56.556,953.6,90489.6
79,62.561,0.589,57.145,942.4,91432
80,63.145,0.584,57.729,934.4,92366.4
81,63.721,0.576,58.305,921.6,93288
82,64.291,0.57,58.875,912,94200
83,64.855,0.564,59.439,902.4,95102.4
84,65.412,0.557,59.996,891.2,95993.6
85,65.962,0.55,60.546,880,96873.6
86,66.506,0.544,61.09,870.4,97744
87,67.042,0.536,61.626,857.6,98601.6
88,67.572,0.53,62.156,848,99449.6
89,68.095,0.523,62.679,836.8,100286.4
90,68.611,0.516,63.195,825.6,101112
