-17.000,9.992
-16.000,9.657
-15.000,9.292
-14.000,8.895
-13.000,8.466
-12.000,8.005
-11.000,7.510
-10.000,6.981
-9.000,6.419
-8.000,5.823
-7.000,5.195
-6.000,4.535
-5.000,3.844
-4.000,3.124
-3.000,2.378
-2.000,1.607
-1.000,0.813
0.000,0.000
1.000,-0.830
2.000,-1.674
3.000,-2.528
4.000,-3.390
5.000,-4.257
6.000,-5.126
7.000,-5.994
8.000,-6.859
9.000,-7.719
10.000,-8.570
11.000,-9.413
12.000,-10.244
13.000,-11.062
14.000,-11.867
15.000,-12.657
16.000,-13.431
17.000,-14.190
18.000,-14.932
19.000,-15.657
20.000,-16.365
21.000,-17.057
22.000,-17.732
23.000,-18.390
24.000,-19.032
25.000,-19.658
26.000,-20.268
27.000,-20.863
28.000,-21.443
29.000,-22.008
30.000,-22.560
31.000,-23.098
32.000,-23.623
33.000,-24.135
34.000,-24.635
35.000,-25.124
36.000,-25.602
37.000,-26.069
38.000,-26.526
39.000,-26.973
40.000,-27.411
41.000,-27.841
42.000,-28.261
43.000,-28.674
44.000,-29.079
45.000,-29.477
46.000,-29.868
47.000,-30.253
48.000,-30.631
49.000,-31.004
50.000,-31.371
51.000,-31.734
52.000,-32.091
53.000,-32.444
54.000,-32.793
55.000,-33.138
56.000,-33.479
57.000,-33.817
58.000,-34.152
59.000,-34.485
60.000,-34.815
61.000,-35.143
62.000,-35.469
63.000,-35.794
64.000,-36.117
65.000,-36.439
66.000,-36.761
67.000,-37.083
68.000,-37.404
69.000,-37.726
70.000,-38.048
71.000,-38.372
72.000,-38.697
73.000,-39.024
74.000,-39.353
75.000,-39.685
76.000,-40.020
77.000,-40.360
78.000,-40.703
79.000,-41.053
80.000,-41.408
81.000,-41.771
82.000,-42.143
83.000,-42.525
84.000,-42.920
85.000,-43.330
86.000,-43.759
87.000,-44.216
88.000,-44.714
89.000,-45.305
